uid,name,group_id,min_member,member_index,attempts,submit_ts,scheduled_ts,bound_ts,ready_ts,scheduling_ms,binding_ms,coldstart_ms,e2e_ms,censored
b51609f9-6c62-4e57-af84-48b5c8bb7e96,loadgen-18-rlsh9,smoke6-gang-000004,4,2,1,2026-07-30T05:07:28.499202Z,2026-07-30T05:07:28.761723Z,2026-07-30T05:07:28.761723Z,2026-07-30T05:07:28.788351Z,262.521,0.000,26.628,289.149,false
37519830-ea6a-46ec-8fff-7aa47165f794,loadgen-19-thp9r,smoke6-gang-000004,4,3,1,2026-07-30T05:07:28.747491Z,2026-07-30T05:07:28.763035Z,2026-07-30T05:07:28.763035Z,2026-07-30T05:07:28.783644Z,15.544,0.000,20.609,36.153,false
6c4843d0-174a-42fc-a272-c4f6897cc66e,loadgen-20-7tjtr,smoke6-gang-000005,4,0,1,2026-07-30T05:07:28.993777Z,2026-07-30T05:07:29.763341Z,2026-07-30T05:07:29.763341Z,2026-07-30T05:07:29.774602Z,769.564,0.000,11.262,780.825,false
75a927d3-0a7e-4baf-9361-32b29bb63864,loadgen-21-cclm2,smoke6-gang-000005,4,1,1,2026-07-30T05:07:29.248014Z,2026-07-30T05:07:29.76349Z,2026-07-30T05:07:29.76349Z,2026-07-30T05:07:29.77431Z,515.476,0.000,10.821,526.296,false
8dd2ed01-5cbb-4616-8e22-ff332bca1269,loadgen-22-zbvzf,smoke6-gang-000005,4,2,1,2026-07-30T05:07:29.545321Z,2026-07-30T05:07:29.76356Z,2026-07-30T05:07:29.76356Z,2026-07-30T05:07:29.77644Z,218.239,0.000,12.880,231.119,false
23faed54-30c2-4050-9225-f15522168c6b,loadgen-23-wgtrv,smoke6-gang-000005,4,3,1,2026-07-30T05:07:29.748303Z,2026-07-30T05:07:29.760045Z,2026-07-30T05:07:29.760045Z,2026-07-30T05:07:29.774464Z,11.742,0.000,14.419,26.161,false
edab5aca-1594-40f1-8088-bc544da02659,loadgen-24-zcdcz,smoke6-gang-000006,4,0,1,2026-07-30T05:07:29.996436Z,2026-07-30T05:07:30.766894Z,2026-07-30T05:07:30.766894Z,2026-07-30T05:07:30.778235Z,770.458,0.000,11.341,781.799,false
b5d2cb6e-1b92-4b81-87bf-1468f7cca99f,loadgen-25-l2hb5,smoke6-gang-000006,4,1,1,2026-07-30T05:07:30.25482Z,2026-07-30T05:07:30.766764Z,2026-07-30T05:07:30.766764Z,2026-07-30T05:07:30.777958Z,511.944,0.000,11.195,523.138,false
956180ad-b618-484b-9d25-9844e486e12b,loadgen-26-flsnt,smoke6-gang-000006,4,2,1,2026-07-30T05:07:30.516245Z,2026-07-30T05:07:30.761014Z,2026-07-30T05:07:30.761014Z,2026-07-30T05:07:30.774401Z,244.769,0.000,13.387,258.156,false
8a491e46-e68e-4d6c-90db-03c1c24409db,loadgen-27-lmqp9,smoke6-gang-000006,4,3,1,2026-07-30T05:07:30.75309Z,2026-07-30T05:07:30.765409Z,2026-07-30T05:07:30.765409Z,2026-07-30T05:07:30.777657Z,12.319,0.000,12.248,24.567,false
11ad9477-4536-42e5-9cec-b6e11d39d501,loadgen-28-hf9c8,smoke6-gang-000007,4,0,1,2026-07-30T05:07:31.003287Z,2026-07-30T05:07:31.760067Z,2026-07-30T05:07:31.760067Z,2026-07-30T05:07:31.76732Z,756.780,0.000,7.253,764.033,false
faa2ee4a-bf6a-4d3a-83c6-71195fe96589,loadgen-29-wlhpr,smoke6-gang-000007,4,1,1,2026-07-30T05:07:31.259457Z,2026-07-30T05:07:31.761878Z,2026-07-30T05:07:31.761878Z,2026-07-30T05:07:31.767596Z,502.421,0.000,5.718,508.139,false
74891f45-24b6-4884-8ab4-45110d7b365f,loadgen-30-mv4pr,smoke6-gang-000007,4,2,1,2026-07-30T05:07:31.503975Z,2026-07-30T05:07:31.758787Z,2026-07-30T05:07:31.758787Z,2026-07-30T05:07:31.764614Z,254.812,0.000,5.826,260.639,false
3768c097-5c1b-4ce5-b844-b902a405129f,loadgen-31-sxhrg,smoke6-gang-000007,4,3,1,2026-07-30T05:07:31.754978Z,2026-07-30T05:07:31.761469Z,2026-07-30T05:07:31.761469Z,2026-07-30T05:07:31.767218Z,6.491,0.000,5.750,12.240,false
82a875b5-c5e8-4afc-b89a-a09b64f10316,loadgen-32-58mxg,smoke6-gang-000008,4,0,1,2026-07-30T05:07:32.009516Z,2026-07-30T05:07:32.763793Z,2026-07-30T05:07:32.763793Z,2026-07-30T05:07:32.774683Z,754.277,0.000,10.889,765.167,false
4c8f2109-906e-4d45-b4b1-25bece3ae754,loadgen-33-kzq74,smoke6-gang-000008,4,1,1,2026-07-30T05:07:32.256557Z,2026-07-30T05:07:32.76765Z,2026-07-30T05:07:32.76765Z,2026-07-30T05:07:32.775671Z,511.093,0.000,8.022,519.114,false
8157035e-b890-47a5-b179-77eae0a325db,loadgen-34-l9kdr,smoke6-gang-000008,4,2,1,2026-07-30T05:07:32.509963Z,2026-07-30T05:07:32.766807Z,2026-07-30T05:07:32.766807Z,2026-07-30T05:07:32.775367Z,256.844,0.000,8.561,265.404,false
68a9d447-1f91-45f7-9099-1a21681e06c0,loadgen-35-4n4wq,smoke6-gang-000008,4,3,1,2026-07-30T05:07:32.758826Z,2026-07-30T05:07:32.767427Z,2026-07-30T05:07:32.767427Z,2026-07-30T05:07:32.775949Z,8.601,0.000,8.522,17.123,false
7d19a803-d15a-494b-97c2-ba3951429a1d,loadgen-36-fm5bc,smoke6-gang-000009,4,0,1,2026-07-30T05:07:33.013063Z,2026-07-30T05:07:33.769118Z,2026-07-30T05:07:33.769118Z,2026-07-30T05:07:33.776493Z,756.055,0.000,7.375,763.430,false
8d7be9cb-1a03-4268-9dd3-411e257926f7,loadgen-37-4gj82,smoke6-gang-000009,4,1,1,2026-07-30T05:07:33.263393Z,2026-07-30T05:07:33.76718Z,2026-07-30T05:07:33.76718Z,2026-07-30T05:07:33.773862Z,503.787,0.000,6.682,510.469,false
65e65f54-c004-4386-ba36-b250ac8532ef,loadgen-38-wln2v,smoke6-gang-000009,4,2,1,2026-07-30T05:07:33.517946Z,2026-07-30T05:07:33.769312Z,2026-07-30T05:07:33.769312Z,2026-07-30T05:07:33.775148Z,251.366,0.000,5.836,257.202,false
cb1f44b3-450a-4d89-a299-0e849f25de36,loadgen-39-7tlpp,smoke6-gang-000009,4,3,1,2026-07-30T05:07:33.761076Z,2026-07-30T05:07:33.768592Z,2026-07-30T05:07:33.768592Z,2026-07-30T05:07:33.776757Z,7.516,0.000,8.164,15.681,false
49d4b9ee-f0e8-4c57-93d0-310f0c943c70,loadgen-40-cm79b,smoke6-gang-000010,4,0,1,2026-07-30T05:07:34.017177Z,2026-07-30T05:07:34.781632Z,2026-07-30T05:07:34.781632Z,2026-07-30T05:07:34.789123Z,764.455,0.000,7.492,771.946,false
f582b38a-ddc3-48d2-9ba5-5f32a89848c8,loadgen-41-plk56,smoke6-gang-000010,4,1,1,2026-07-30T05:07:34.265431Z,2026-07-30T05:07:34.781423Z,2026-07-30T05:07:34.781423Z,2026-07-30T05:07:34.788052Z,515.992,0.000,6.629,522.621,false
c6746fc0-e5da-443f-99fc-d6f0bc889d32,loadgen-42-tmt8v,smoke6-gang-000010,4,2,1,2026-07-30T05:07:34.521946Z,2026-07-30T05:07:34.781245Z,2026-07-30T05:07:34.781245Z,2026-07-30T05:07:34.788843Z,259.299,0.000,7.598,266.897,false
77c49344-28f1-49c7-a66c-638b482b3e34,loadgen-43-7g7lj,smoke6-gang-000010,4,3,1,2026-07-30T05:07:34.771355Z,2026-07-30T05:07:34.778143Z,2026-07-30T05:07:34.778143Z,2026-07-30T05:07:34.787759Z,6.788,0.000,9.616,16.404,false
4788c2ec-0201-4790-8c90-d28d90fa4feb,loadgen-44-zbzz5,smoke6-gang-000011,4,0,1,2026-07-30T05:07:35.020122Z,2026-07-30T05:07:35.781626Z,2026-07-30T05:07:35.781626Z,2026-07-30T05:07:35.796115Z,761.504,0.000,14.490,775.993,false
e12a8304-886e-4fc0-90bf-0af4ea844432,loadgen-45-252rn,smoke6-gang-000011,4,1,1,2026-07-30T05:07:35.274027Z,2026-07-30T05:07:35.778281Z,2026-07-30T05:07:35.778281Z,2026-07-30T05:07:35.795476Z,504.254,0.000,17.195,521.449,false
ea604c5e-3a9a-4797-bd81-f2353457a426,loadgen-46-qrht2,smoke6-gang-000011,4,2,1,2026-07-30T05:07:35.52782Z,2026-07-30T05:07:35.78139Z,2026-07-30T05:07:35.78139Z,2026-07-30T05:07:35.795783Z,253.570,0.000,14.393,267.963,false
7017abf3-0bce-4df4-a19e-1894bc4a26a3,loadgen-47-sjbxq,smoke6-gang-000011,4,3,1,2026-07-30T05:07:35.771978Z,2026-07-30T05:07:35.781842Z,2026-07-30T05:07:35.781842Z,2026-07-30T05:07:35.796393Z,9.864,0.000,14.551,24.415,false
2fc8b59f-3b05-4868-9528-77ed87f7829f,loadgen-48-zrrt4,smoke6-gang-000012,4,0,1,2026-07-30T05:07:36.022263Z,2026-07-30T05:07:36.776675Z,2026-07-30T05:07:36.776675Z,2026-07-30T05:07:36.790504Z,754.412,0.000,13.829,768.241,false
bef44961-de8f-4b8f-b5c0-af777e41b2ea,loadgen-49-wknzd,smoke6-gang-000012,4,1,1,2026-07-30T05:07:36.272471Z,2026-07-30T05:07:36.777916Z,2026-07-30T05:07:36.777916Z,2026-07-30T05:07:36.791066Z,505.445,0.000,13.150,518.595,false
9d31737a-07bc-498f-928a-f4b9dd6cdc6f,loadgen-50-5jrhl,smoke6-gang-000012,4,2,1,2026-07-30T05:07:36.533104Z,2026-07-30T05:07:36.778474Z,2026-07-30T05:07:36.778474Z,2026-07-30T05:07:36.790792Z,245.370,0.000,12.319,257.688,false
f6e0388a-278d-4286-8bf1-92b53ae7f113,loadgen-51-6jwdq,smoke6-gang-000012,4,3,1,2026-07-30T05:07:36.77341Z,2026-07-30T05:07:36.778661Z,2026-07-30T05:07:36.778661Z,2026-07-30T05:07:36.788674Z,5.251,0.000,10.013,15.264,false
3415749d-c9c2-438d-b7a6-b228ef5ec9fb,loadgen-52-dlq5q,smoke6-gang-000013,4,0,1,2026-07-30T05:07:37.025069Z,2026-07-30T05:07:37.789619Z,2026-07-30T05:07:37.789619Z,2026-07-30T05:07:37.798751Z,764.550,0.000,9.132,773.682,false
6057f743-a5bd-43cf-b8c0-73c712561fe4,loadgen-53-8929p,smoke6-gang-000013,4,1,1,2026-07-30T05:07:37.278572Z,2026-07-30T05:07:37.791703Z,2026-07-30T05:07:37.791703Z,2026-07-30T05:07:37.799028Z,513.131,0.000,7.325,520.456,false
c91c8cf6-9db1-412c-840f-2048ad0780b9,loadgen-54-x8tnr,smoke6-gang-000013,4,2,1,2026-07-30T05:07:37.531835Z,2026-07-30T05:07:37.792113Z,2026-07-30T05:07:37.792113Z,2026-07-30T05:07:37.799628Z,260.278,0.000,7.515,267.793,false
52d380f0-9e85-4c61-8312-7b6b92fdf9e5,loadgen-55-msjjj,smoke6-gang-000013,4,3,1,2026-07-30T05:07:37.783406Z,2026-07-30T05:07:37.791928Z,2026-07-30T05:07:37.791928Z,2026-07-30T05:07:37.799363Z,8.522,0.000,7.435,15.957,false
6aff7623-b98b-4d4d-bb9c-153e1ab5743c,loadgen-56-rvq6v,smoke6-gang-000014,4,0,1,2026-07-30T05:07:38.029138Z,2026-07-30T05:07:38.797286Z,2026-07-30T05:07:38.797286Z,2026-07-30T05:07:38.810903Z,768.148,0.000,13.617,781.765,false
b75b6717-07e5-4672-a92d-6bb3c6520a33,loadgen-57-7bqt5,smoke6-gang-000014,4,1,1,2026-07-30T05:07:38.284636Z,2026-07-30T05:07:38.797552Z,2026-07-30T05:07:38.797552Z,2026-07-30T05:07:38.81063Z,512.916,0.000,13.078,525.994,false
da29192e-66f2-427b-aafa-bbc26316ee05,loadgen-58-8tlgk,smoke6-gang-000014,4,2,1,2026-07-30T05:07:38.533587Z,2026-07-30T05:07:38.79385Z,2026-07-30T05:07:38.79385Z,2026-07-30T05:07:38.806695Z,260.263,0.000,12.845,273.108,false
e25e8825-707a-4749-affd-2f138634fc3e,loadgen-59-97l6w,smoke6-gang-000014,4,3,1,2026-07-30T05:07:38.788251Z,2026-07-30T05:07:38.797362Z,2026-07-30T05:07:38.797362Z,2026-07-30T05:07:38.809554Z,9.111,0.000,12.191,21.303,false
f194f71c-f467-47ad-a860-1647842d7580,loadgen-60-r9mrn,smoke6-gang-000015,4,0,1,2026-07-30T05:07:39.057137Z,2026-07-30T05:07:39.81049Z,2026-07-30T05:07:39.81049Z,2026-07-30T05:07:39.823118Z,753.353,0.000,12.628,765.981,false
008da303-ac97-45b0-92c5-5a98ebdd4247,loadgen-61-n4dq7,smoke6-gang-000015,4,1,1,2026-07-30T05:07:39.28775Z,2026-07-30T05:07:39.810293Z,2026-07-30T05:07:39.810293Z,2026-07-30T05:07:39.822291Z,522.543,0.000,11.998,534.541,false
6a67020d-6d8d-49f1-9030-e7bf9b150b7c,loadgen-62-plw5l,smoke6-gang-000015,4,2,1,2026-07-30T05:07:39.543839Z,2026-07-30T05:07:39.810052Z,2026-07-30T05:07:39.810052Z,2026-07-30T05:07:39.823116Z,266.213,0.000,13.064,279.277,false
c4e767df-09cb-4b8f-9905-465e780b8461,loadgen-63-qccz4,smoke6-gang-000015,4,3,1,2026-07-30T05:07:39.790304Z,2026-07-30T05:07:39.800436Z,2026-07-30T05:07:39.800436Z,2026-07-30T05:07:39.819313Z,10.132,0.000,18.878,29.009,false
df8d9bf9-deb7-4da3-bbe5-5484e29b9800,loadgen-64-6tvjm,smoke6-gang-000016,4,0,1,2026-07-30T05:07:40.037762Z,2026-07-30T05:07:40.803023Z,2026-07-30T05:07:40.803023Z,2026-07-30T05:07:40.81577Z,765.261,0.000,12.747,778.008,false
a5b2417b-b276-4659-b09f-f6a0e1cae5de,loadgen-65-7d2fx,smoke6-gang-000016,4,1,1,2026-07-30T05:07:40.294605Z,2026-07-30T05:07:40.802578Z,2026-07-30T05:07:40.802578Z,2026-07-30T05:07:40.814076Z,507.973,0.000,11.498,519.471,false
319db768-04ff-444f-ad51-bf8086958f0c,loadgen-66-mqfh8,smoke6-gang-000016,4,2,1,2026-07-30T05:07:40.542654Z,2026-07-30T05:07:40.802839Z,2026-07-30T05:07:40.802839Z,2026-07-30T05:07:40.813764Z,260.185,0.000,10.926,271.110,false
9adefdd0-9c0f-4ef1-9ddb-4be8cab5deb6,loadgen-67-86b9x,smoke6-gang-000016,4,3,1,2026-07-30T05:07:40.791732Z,2026-07-30T05:07:40.798129Z,2026-07-30T05:07:40.798129Z,2026-07-30T05:07:40.815391Z,6.397,0.000,17.262,23.659,false
eadae0c7-1662-4c98-a45f-6fb22fd76849,loadgen-68-dqp77,smoke6-gang-000017,4,0,1,2026-07-30T05:07:41.061593Z,2026-07-30T05:07:41.808214Z,2026-07-30T05:07:41.808214Z,2026-07-30T05:07:41.817837Z,746.621,0.000,9.623,756.244,false
940d054a-842f-4f3b-85f3-3295c015ea5f,loadgen-69-9qf2f,smoke6-gang-000017,4,1,1,2026-07-30T05:07:41.295763Z,2026-07-30T05:07:41.807687Z,2026-07-30T05:07:41.807687Z,2026-07-30T05:07:41.825428Z,511.924,0.000,17.740,529.665,false
c01df1cb-2f1f-44dd-a20e-d18a5dd90ec4,loadgen-70-gscps,smoke6-gang-000017,4,2,1,2026-07-30T05:07:41.549008Z,2026-07-30T05:07:41.808417Z,2026-07-30T05:07:41.808417Z,2026-07-30T05:07:41.825694Z,259.409,0.000,17.277,276.686,false
17124dba-35af-42db-94b8-99edb000fcb8,loadgen-71-ssrdf,smoke6-gang-000017,4,3,1,2026-07-30T05:07:41.798868Z,2026-07-30T05:07:41.804472Z,2026-07-30T05:07:41.804472Z,2026-07-30T05:07:41.81283Z,5.604,0.000,8.358,13.962,false
3b1e5c71-06d1-411c-8394-a0833048cfda,loadgen-72-c2mgn,smoke6-gang-000018,4,0,1,2026-07-30T05:07:42.050895Z,2026-07-30T05:07:42.811669Z,2026-07-30T05:07:42.811669Z,2026-07-30T05:07:42.817112Z,760.774,0.000,5.443,766.217,false
22d58e19-d511-458a-b8c9-a5c8140ab043,loadgen-73-rgdlj,smoke6-gang-000018,4,1,1,2026-07-30T05:07:42.299612Z,2026-07-30T05:07:42.811457Z,2026-07-30T05:07:42.811457Z,2026-07-30T05:07:42.817397Z,511.845,0.000,5.940,517.785,false
1542c6f3-1680-43d6-a31e-79fd37b5c0e0,loadgen-74-xkzbr,smoke6-gang-000018,4,2,1,2026-07-30T05:07:42.552746Z,2026-07-30T05:07:42.80964Z,2026-07-30T05:07:42.80964Z,2026-07-30T05:07:42.817681Z,256.894,0.000,8.041,264.935,false
027ef3a1-21e0-4a60-b8a5-51076f84a869,loadgen-75-jz6lm,smoke6-gang-000018,4,3,1,2026-07-30T05:07:42.803774Z,2026-07-30T05:07:42.81186Z,2026-07-30T05:07:42.81186Z,2026-07-30T05:07:42.817978Z,8.086,0.000,6.118,14.204,false
f7f46ff9-3c76-452d-b2e4-826ead9bbe66,loadgen-76-ss5jv,smoke6-gang-000019,4,0,1,2026-07-30T05:07:43.050082Z,,,,,,,,true
1a53ba69-96cb-49a9-a55a-ba599b7fd870,loadgen-77-75dkg,smoke6-gang-000019,4,1,1,2026-07-30T05:07:43.300908Z,,,,,,,,true
5c020009-60e8-421c-8c5d-e2053b2bf8a7,loadgen-78-phszb,smoke6-gang-000019,4,2,1,2026-07-30T05:07:43.555796Z,,,,,,,,true
